Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Clientes con cuenta en la entidad;8,4;125,22;Fija;165,29;1646;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;125,22;Fija;165,29;1646;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Personas humanas en relación de dependencia;8,4;112,91;Fija;148,07;1596;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;90,12;Fija;116,66;1214;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;112,91;Fija;148,07;1596;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Personas humanas Responsables Inscriptos;8,4;90,12;Fija;116,66;1214;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Monotributistas;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;381,79;Fija;553,97;2104;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;101,22;Fija;131,87;1298;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Personas humanas en relación de dependencia;8,4;101,22;Fija;131,87;1298;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Clientes con cuenta en la entidad;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1646;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Clientes con cuenta en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Clientes con cuenta en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Clientes con cuenta en la entidad;8,4;112,91;Fija;148,07;1596;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Clientes con cuenta en la entidad;8,4;90,12;Fija;116,66;1214;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1646;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Empleados públicos;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1646;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1471;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Monotributistas;8,4;125,22;Fija;165,29;1471;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas en relación de dependencia;8,4;381,79;Fija;553,97;2104;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;151,82;Fija;203,06;1748;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45;Personas humanas en relación de dependencia;8,4;112,91;Fija;148,07;1596;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45;Clientes con cuenta en la entidad;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Monotributistas;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Personas humanas en relación de dependencia;8,4;112,91;Fija;148,07;1596;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Clientes con cuenta en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Empleados públicos;8,4;101,22;Fija;131,87;1298;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1471;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Personas humanas Responsables Inscriptos;8,4;112,91;Fija;148,07;1596;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45;Clientes con cuenta en la entidad;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Clientes con cuenta en la entidad;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Personas humanas en relación de dependencia;8,4;151,82;Fija;203,06;1748;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;515000;1000;18;0;12;75;45;Personas humanas en relación de dependencia;8,4;381,79;Fija;553,97;2065;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45;Empleados públicos;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Empleados públicos;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;112,91;Fija;148,07;1596;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Personas humanas Responsables Inscriptos;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1471;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes con cuenta en la entidad;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;515000;1000;18;0;12;75;45;Personas humanas en relación de dependencia;8,4;381,79;Fija;553,97;2065;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;101,22;Fija;131,87;1298;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45;Empleados públicos;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Clientes con cuenta en la entidad;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;112,91;Fija;148,07;1596;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Personas humanas en relación de dependencia;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes con cuenta en la entidad;8,4;151,82;Fija;203,06;1748;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;36;22000;12;75;45;Personas humanas Monotributistas;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Empleados públicos;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45;Personas humanas en relación de dependencia;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;12;35000;12;75;45;Empleados públicos;8,4;112,91;Fija;148,07;1596;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;20500000;45000;12;22000;12;75;45;Empleados públicos;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;112,91;Fija;148,07;1596;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas en relación de dependencia;8,4;381,79;Fija;553,97;2104;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45;Personas humanas Monotributistas;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Personas humanas Monotributistas;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas Monotributistas;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;12;35000;12;75;45;Personas humanas Monotributistas;8,4;112,91;Fija;148,07;1596;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Personas humanas en relación de dependencia;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;515000;1000;18;0;12;75;45;Personas humanas Monotributistas;8,4;381,79;Fija;553,97;2065;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Personas humanas Monotributistas;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;36;0;12;75;45;Empleados públicos;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;36;22000;12;75;45;Empleados públicos;8,4;101,22;Fija;131,87;1298;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Personas humanas Monotributistas;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas Monotributistas;8,4;381,79;Fija;553,97;2104;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;36;0;12;75;45;Personas humanas en relación de dependencia;8,4;125,22;Fija;165,29;1471;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;15400000;45000;12;22000;12;75;45;Clientes con cuenta en la entidad;8,4;125,22;Fija;165,29;1646;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;151,82;Fija;203,06;1748;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;515000;1000;18;0;12;75;45;Personas humanas Monotributistas;8,4;381,79;Fija;553,97;2065;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;381,79;Fija;553,97;2104;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;2050000;1000;12;0;12;75;45;Clientes que acrediten sueldos en la entidad;8,4;151,82;Fija;203,06;1748;Provincia del Neuquén;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;PV - PRESTAMO EXPRESS;PV - PRESTAMO EXPRESS;Pesos;205000;1000;12;0;12;75;45;Personas humanas Responsables Inscriptos;8,4;381,79;Fija;553,97;2104;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Personas humanas Monotributistas;8,4;90,12;Fija;116,66;1214;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;15400000;45000;36;35000;12;75;45;Personas humanas en relación de dependencia;8,4;90,12;Fija;116,66;1214;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;2050000;1000;12;0;12;75;45;Empleados públicos;8,4;151,82;Fija;203,06;1748;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;5/5/2026;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;20500000;45000;36;35000;12;75;45;Clientes con cuenta en la entidad;8,4;90,12;Fija;116,66;1214;Provincia de San Luis;
